,publishedAt,channelId,title,description,channelTitle,liveBroadcastContent,publishTime,thumbnails.default.url,thumbnails.default.width,thumbnails.default.height,thumbnails.medium.url,thumbnails.medium.width,thumbnails.medium.height,thumbnails.high.url,thumbnails.high.width,thumbnails.high.height,videoId
77,2021-10-28T10:33:27Z,UC52X5wxOL_s5yw0dQk7NtgA,&#39;Eternals&#39; stars celebrate film&#39;s diversity at London premiere,"The cast of new Marvel movie ""Eternals"" - including Angelina Jolie, Kumail Nanjiani and Salma Hayek - praise their superhero ...",Associated Press,none,2021-10-28T10:33:27Z,https://i.ytimg.com/vi/KCv5shOhTac/default.jpg,120,90,https://i.ytimg.com/vi/KCv5shOhTac/mqdefault.jpg,320,180,https://i.ytimg.com/vi/KCv5shOhTac/hqdefault.jpg,480,360,KCv5shOhTac
78,2021-10-28T10:23:27Z,UC52X5wxOL_s5yw0dQk7NtgA,Jolie &#39;nervous&#39; her kids would be embarrassed about her playing a superhero,"Speaking at the U.K. premiere of the latest Marvel adventure, ""Eternals,"" star Angelina Jolie reveals what her children thought ...",Associated Press,none,2021-10-28T10:23:27Z,https://i.ytimg.com/vi/t-SNqTyo0s0/default.jpg,120,90,https://i.ytimg.com/vi/t-SNqTyo0s0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/t-SNqTyo0s0/hqdefault.jpg,480,360,t-SNqTyo0s0
79,2021-10-28T10:11:40Z,UC52X5wxOL_s5yw0dQk7NtgA,AP Top Stories October 28 A,Here's the latest for Thursday October 28th: President Biden to meet with Democrats on Capitol Hill; Tornado hits western ...,Associated Press,none,2021-10-28T10:11:40Z,https://i.ytimg.com/vi/0JP-4zeUZPU/default.jpg,120,90,https://i.ytimg.com/vi/0JP-4zeUZPU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0JP-4zeUZPU/hqdefault.jpg,480,360,0JP-4zeUZPU
80,2021-10-28T05:14:21Z,UC52X5wxOL_s5yw0dQk7NtgA,ONLY ON AP: Myanmar detainees systemically tortured,ONLY ON AP: Myanmar detainees systemically tortured Subscribe for more Breaking News: http://smarturl.it/AssociatedPress ...,Associated Press,none,2021-10-28T05:14:21Z,https://i.ytimg.com/vi/gJMvCKVKmv8/default.jpg,120,90,https://i.ytimg.com/vi/gJMvCKVKmv8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/gJMvCKVKmv8/hqdefault.jpg,480,360,gJMvCKVKmv8
81,2021-10-28T05:04:28Z,UC52X5wxOL_s5yw0dQk7NtgA,Newark replaces toxic lead pipes with copper,"Utility crews in Newark, New Jersey, have removed more than 22000 toxic lead water pipes from private property in the city using ...",Associated Press,none,2021-10-28T05:04:28Z,https://i.ytimg.com/vi/i94JmVArin8/default.jpg,120,90,https://i.ytimg.com/vi/i94JmVArin8/mqdefault.jpg,320,180,https://i.ytimg.com/vi/i94JmVArin8/hqdefault.jpg,480,360,i94JmVArin8
82,2021-10-28T05:04:42Z,UC52X5wxOL_s5yw0dQk7NtgA,Samoan immersion preschool opens on US mainland,"What's believed to be the first dual-language Samoan preschool on the US mainland has started, with a goal of preserving ...",Associated Press,none,2021-10-28T05:04:42Z,https://i.ytimg.com/vi/CXaPIl4JbAE/default.jpg,120,90,https://i.ytimg.com/vi/CXaPIl4JbAE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/CXaPIl4JbAE/hqdefault.jpg,480,360,CXaPIl4JbAE
83,2021-10-28T05:04:33Z,UC52X5wxOL_s5yw0dQk7NtgA,Biden to attend COP26 without own climate deal,"Pressure is on President Joe Biden to deliver his climate change programs, as he and Democrats race to wrap up negotiations ...",Associated Press,none,2021-10-28T05:04:33Z,https://i.ytimg.com/vi/HJoyaaPi0WU/default.jpg,120,90,https://i.ytimg.com/vi/HJoyaaPi0WU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/HJoyaaPi0WU/hqdefault.jpg,480,360,HJoyaaPi0WU
84,2021-10-28T04:01:29Z,UC52X5wxOL_s5yw0dQk7NtgA,UK memorial wall gives solace to bereaved families,A memorial wall shows the lives lost in the U.K. in the COVID-19 pandemic. The world is nearing 5 million deaths. (Oct. 28) ...,Associated Press,none,2021-10-28T04:01:29Z,https://i.ytimg.com/vi/KAJuS95c2zg/default.jpg,120,90,https://i.ytimg.com/vi/KAJuS95c2zg/mqdefault.jpg,320,180,https://i.ytimg.com/vi/KAJuS95c2zg/hqdefault.jpg,480,360,KAJuS95c2zg
85,2021-10-28T00:16:02Z,UC52X5wxOL_s5yw0dQk7NtgA,Today in History for October 28th,The Statue of Liberty is dedicated in New York; Benito Mussolini takes control of the Italian government; The Cuban Missile Crisis ...,Associated Press,none,2021-10-28T00:16:02Z,https://i.ytimg.com/vi/pJMYjNlm-mo/default.jpg,120,90,https://i.ytimg.com/vi/pJMYjNlm-mo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/pJMYjNlm-mo/hqdefault.jpg,480,360,pJMYjNlm-mo
86,2021-10-27T23:21:01Z,UC52X5wxOL_s5yw0dQk7NtgA,Ex-NY Times columnist runs for Oregon governor,"Former New York Times journalist Nicholas Kristof announced his candidacy Wednesday for Oregon governor, saying the state ...",Associated Press,none,2021-10-27T23:21:01Z,https://i.ytimg.com/vi/_iUk92ebJiY/default.jpg,120,90,https://i.ytimg.com/vi/_iUk92ebJiY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/_iUk92ebJiY/hqdefault.jpg,480,360,_iUk92ebJiY
