abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,multimedia,keywords,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization
Zion Williamson rocks an orange stripe. Marcus Smart almost got fined over his socks. Some guys wear them on the wrong feet. (The wrong feet?),https://www.nytimes.com/2022/12/20/sports/basketball/nike-socks-nba.html,Zion Williamson rocks an orange stripe. Marcus Smart almost got fined over his socks. Some guys wear them on the wrong feet. (The wrong feet?),"BOSTON — Several years ago, Kevin Porter Jr., then a high school basketball star in Seattle, made a profound decision, one that would affect his life. He was creating his own team for the video game NBA 2K, and he decided to outfit one of the players in super long, over-the-calf socks.",B,7,The New York Times,[],"[{'name': 'subject', 'value': 'Basketball', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Socks', 'rank': 2, 'major': 'N'}, {'name': 'subject', 'value': 'Fines (Penalties)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Uniforms', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Sneakers', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Fashion and Apparel', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'NIKE Inc', 'rank': 7, 'major': 'N'}, {'name': 'organizations', 'value': 'National Basketball Assn', 'rank': 8, 'major': 'N'}]",2022-12-20T10:00:33+0000,article,Sports,Sports,Pro Basketball,News,nyt://article/14fb833d-455d-5b8a-a1ae-e504db96ae17,1504,nyt://article/14fb833d-455d-5b8a-a1ae-e504db96ae17,The Inside Story of N.B.A. Players and Their Socks,,,"For N.B.A. Players, It’s Gotta Be the Socks",,,,By Scott Cacciola,"[{'firstname': 'Scott', 'middlename': None, 'lastname': 'Cacciola', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
